protocol,epoch,train_loss,train_macro_f1,val_loss,val_macro_f1,val_accuracy
single_RAVDESS,1,1.4773734431796604,0.33774737988919146,1.3503663081389208,0.4454398990150647,0.4911242603550296
single_RAVDESS,2,1.0041100520557826,0.6140892321655476,1.2215443179452208,0.5499128695148595,0.5739644970414202
single_RAVDESS,3,0.8469474191135831,0.7355555844358728,1.0861783956987618,0.6376092058844877,0.6390532544378699
single_RAVDESS,4,0.6525994300842285,0.8418284468101538,1.1319793475097453,0.6618913158065559,0.6627218934911243
single_RAVDESS,5,0.5902530331081814,0.8623289708809873,1.0740647827379801,0.6842351285046299,0.7041420118343196
single_RAVDESS,6,0.48418092144860164,0.9126798806262354,1.075186538802096,0.7074284827925513,0.7159763313609467
single_RAVDESS,7,0.48602712313334145,0.924157759419562,1.0136988653233772,0.7375060859192546,0.7455621301775148
single_RAVDESS,8,0.4747207552856869,0.9303980726978716,1.0172148643160712,0.7301600926374427,0.727810650887574
single_RAVDESS,9,0.4052858842743768,0.946431812060038,1.2099406983725418,0.6676395725621113,0.6804733727810651
single_RAVDESS,10,0.400443000263638,0.9507635231305205,0.9894183845915032,0.7324274437218404,0.7337278106508875
single_RAVDESS,11,0.34846150901582507,0.9778553731691071,0.87722681471582,0.7712641286572358,0.7751479289940828
single_RAVDESS,12,0.3348039322429233,0.9884799104905344,0.8699535209046313,0.7907911026631281,0.7988165680473372
single_RAVDESS,13,0.32924750354554916,0.9881113537506053,0.911923396869524,0.7480714354670491,0.7514792899408284
single_RAVDESS,14,0.3076228063636356,0.998498709828759,0.8946541219773377,0.7630617302134003,0.7692307692307693
single_RAVDESS,15,0.30837044053607515,0.9954962557270538,0.8876829579384369,0.7859068636138553,0.7928994082840237
single_RAVDESS,16,0.30134901973936296,0.9984551676786748,0.8734332707506665,0.7707677538580899,0.7810650887573964
single_RAVDESS,17,0.3059820078478919,1.0,0.8632321445899602,0.7817215666952518,0.7869822485207101
single_RAVDESS,18,0.30470863421758015,0.9985811492087643,0.8673428300569749,0.7604472697469323,0.7692307692307693
single_RAVDESS,19,0.2952831452422672,1.0,0.8630495106680154,0.7859652392873068,0.7928994082840237
single_SAVEE,1,1.6888857350420596,0.2645755694515411,1.6120924038045548,0.2743664717348928,0.3235294117647059
single_SAVEE,2,1.373660098260908,0.4945994924005143,1.1826302584479838,0.530105053293459,0.5294117647058824
single_SAVEE,3,0.7649063174404315,0.8539520985676198,0.9510626021553489,0.7679870427703245,0.7647058823529411
single_SAVEE,4,0.5805185970975392,0.8801192057680797,0.8091280705788556,0.7849041796410217,0.7941176470588235
single_SAVEE,5,0.49353559648812706,0.9182561312236773,0.8446819431641522,0.7778868175053691,0.7941176470588235
single_SAVEE,6,0.4609402907428457,0.927872364843228,0.8204457268995398,0.799007835018065,0.8088235294117647
single_SAVEE,7,0.4594625252396313,0.919251242145117,0.8501815655652214,0.7958948731007555,0.8088235294117647
single_SAVEE,8,0.4082941226105192,0.9544637198917476,0.8688120105687309,0.7628571428571429,0.7794117647058824
single_SAVEE,9,0.3784106133589104,0.9559768230963884,0.8687000765519983,0.7577422313954821,0.7647058823529411
single_SAVEE,10,0.36262971518644643,0.9732547401997683,0.7810601521940792,0.7698541867339822,0.7794117647058824
single_SAVEE,11,0.3578345477581024,0.9815552137920559,0.7224284901338465,0.8394138755980861,0.8529411764705882
single_SAVEE,12,0.3378645488575323,0.9808218601322051,0.7675215707105749,0.8223969948545934,0.8382352941176471
single_SAVEE,13,0.3267441151747063,1.0,0.8083046569543726,0.8467369403901911,0.8676470588235294
single_SAVEE,14,0.3157717265299897,1.0,0.8039377997903263,0.8488211135269959,0.8676470588235294
single_SAVEE,15,0.3059373982806704,0.9960942760942761,0.7862554928835701,0.808531746031746,0.8235294117647058
single_SAVEE,16,0.3126617736780821,0.9961604660399841,0.7722845007391537,0.8074730221469352,0.8235294117647058
single_SAVEE,17,0.29913991645200927,1.0,0.7683457697139067,0.8061868686868686,0.8235294117647058
single_SAVEE,18,0.3017596513477724,0.9953014360399708,0.7664977732826682,0.8093978718978719,0.8235294117647058
single_SAVEE,19,0.3016616866659762,1.0,0.7632859980358797,0.8255870440972742,0.8382352941176471
single_SAVEE,20,0.30496286278340357,1.0,0.7668260861845577,0.8235524007582832,0.8382352941176471
single_SAVEE,21,0.2965757855728491,1.0,0.765267130206613,0.8236621943463375,0.8382352941176471
single_TESS,1,0.5778106427751482,0.9007652674367553,0.2959575019776821,1.0,1.0
single_TESS,2,0.30499090487137437,0.9980869178645165,0.287874698638916,1.0,1.0
single_TESS,3,0.29602359561249614,1.0,0.2848906759172678,1.0,1.0
single_TESS,4,0.2937669111415744,1.0,0.2827751189470291,1.0,1.0
single_TESS,5,0.29151624254882336,1.0,0.28286932595074177,1.0,1.0
single_TESS,6,0.29107663966715336,1.0,0.28230284713208675,1.0,1.0
single_TESS,7,0.2898796354420483,1.0,0.2815004736185074,1.0,1.0
single_TESS,8,0.28968414990231395,1.0,0.2823338732123375,1.0,1.0
