experiment,feature_set,model,class,precision,recall,f1-score,support
combined_random,mfcc,extra_trees,accuracy,0.5906949352179034,0.5906949352179034,0.5906949352179034,0.5906949352179034
combined_random,mfcc,extra_trees,macro avg,0.6039942818750613,0.5928596673555043,0.5851838581970344,1698.0
combined_random,mfcc,extra_trees,weighted avg,0.6055213990581607,0.5906949352179034,0.5848346673124819,1698.0
combined_random,mfcc,rbf_svm,neutral,0.5816993464052288,0.6953125,0.6334519572953736,256.0
combined_random,mfcc,rbf_svm,happy,0.6490566037735849,0.5951557093425606,0.6209386281588448,289.0
combined_random,mfcc,rbf_svm,sad,0.6060606060606061,0.625,0.6153846153846154,288.0
combined_random,mfcc,rbf_svm,angry,0.8036363636363636,0.7673611111111112,0.7850799289520426,288.0
combined_random,mfcc,rbf_svm,fear,0.6231343283582089,0.5778546712802768,0.599640933572711,289.0
combined_random,mfcc,rbf_svm,disgust,0.6167247386759582,0.6145833333333334,0.6156521739130435,288.0
combined_random,mfcc,rbf_svm,accuracy,0.6448763250883393,0.6448763250883393,0.6448763250883393,0.6448763250883393
combined_random,mfcc,rbf_svm,macro avg,0.6467186644849917,0.6458778875112137,0.6450247062127717,1698.0
combined_random,mfcc,rbf_svm,weighted avg,0.6479314865001355,0.6448763250883393,0.6452018900258829,1698.0
combined_random,full,dummy_most_frequent,neutral,0.0,0.0,0.0,256.0
combined_random,full,dummy_most_frequent,happy,0.1702002355712603,1.0,0.29089079013588326,289.0
combined_random,full,dummy_most_frequent,sad,0.0,0.0,0.0,288.0
combined_random,full,dummy_most_frequent,angry,0.0,0.0,0.0,288.0
combined_random,full,dummy_most_frequent,fear,0.0,0.0,0.0,289.0
combined_random,full,dummy_most_frequent,disgust,0.0,0.0,0.0,288.0
combined_random,full,dummy_most_frequent,accuracy,0.1702002355712603,0.1702002355712603,0.1702002355712603,0.1702002355712603
combined_random,full,dummy_most_frequent,macro avg,0.028366705928543384,0.16666666666666666,0.04848179835598054,1698.0
combined_random,full,dummy_most_frequent,weighted avg,0.0289681201885125,0.1702002355712603,0.04950968100663737,1698.0
combined_random,full,logistic_regression,neutral,0.5824561403508772,0.6484375,0.6136783733826248,256.0
combined_random,full,logistic_regression,happy,0.6680161943319838,0.5709342560553633,0.6156716417910447,289.0
combined_random,full,logistic_regression,sad,0.6086956521739131,0.5833333333333334,0.5957446808510638,288.0
combined_random,full,logistic_regression,angry,0.7055016181229773,0.7569444444444444,0.7303182579564489,288.0
combined_random,full,logistic_regression,fear,0.5663082437275986,0.5467128027681661,0.5563380281690141,289.0
combined_random,full,logistic_regression,disgust,0.5894039735099338,0.6180555555555556,0.6033898305084746,288.0
combined_random,full,logistic_regression,accuracy,0.6201413427561837,0.6201413427561837,0.6201413427561837,0.6201413427561837
combined_random,full,logistic_regression,macro avg,0.620063637036214,0.6207363153594772,0.6191901354431119,1698.0
combined_random,full,logistic_regression,weighted avg,0.620768959214022,0.6201413427561837,0.619254920946651,1698.0
combined_random,full,linear_svm,neutral,0.5824915824915825,0.67578125,0.6256781193490054,256.0
combined_random,full,linear_svm,happy,0.6846846846846847,0.5259515570934256,0.5949119373776908,289.0
